biomarker,refid,author_s,title,year,domain,domain_other,cancer_specific,diabetes_specific,outcome,outcome_specific,biomarker_specific2,biomarker_specific,behavior,collection,frequency,communication,doi,pmid,ur_ls
Anthropometry,17173,"Olson, R., Wipfli, B., Thompson, S. V., Elliot, D. L., Anger, W. K., Bodner, T., Hammer, L. B., Perrin, N. A.","Weight Control Intervention for Truck Drivers: The SHIFT Randomized Controlled Trial, United States",2016,Overweight/Obesity,NA,NA,NA,Weight,NA,"Blood pressure,Body composition,Glucose,Weight/BMI","Blood pressure,Body composition,Glucose,Weight/BMI",Physical activity,Self,More than once,Device/One-way/Real-time,https://dx.doi.org/10.2105/AJPH.2016.303262,27463067,NA
Anthropometry,17173,"Olson, R., Wipfli, B., Thompson, S. V., Elliot, D. L., Anger, W. K., Bodner, T., Hammer, L. B., Perrin, N. A.","Weight Control Intervention for Truck Drivers: The SHIFT Randomized Controlled Trial, United States",2016,Overweight/Obesity,NA,NA,NA,Weight,NA,"Blood pressure,Body composition,Glucose,Weight/BMI","Blood pressure,Body composition,Glucose,Weight/BMI",Physical activity,Other collection types,Once,Device/One-way/Real-time,https://dx.doi.org/10.2105/AJPH.2016.303262,27463067,NA
Anthropometry,17173,"Olson, R., Wipfli, B., Thompson, S. V., Elliot, D. L., Anger, W. K., Bodner, T., Hammer, L. B., Perrin, N. A.","Weight Control Intervention for Truck Drivers: The SHIFT Randomized Controlled Trial, United States",2016,Overweight/Obesity,NA,NA,NA,Weight,NA,"Blood pressure,Body composition,Glucose,Weight/BMI","Blood pressure,Body composition,Glucose,Weight/BMI",Physical activity,Other collection types,More than once,Device/One-way/Real-time,https://dx.doi.org/10.2105/AJPH.2016.303262,27463067,NA
Anthropometry,17173,"Olson, R., Wipfli, B., Thompson, S. V., Elliot, D. L., Anger, W. K., Bodner, T., Hammer, L. B., Perrin, N. A.","Weight Control Intervention for Truck Drivers: The SHIFT Randomized Controlled Trial, United States",2016,Overweight/Obesity,NA,NA,NA,Weight,NA,"Blood pressure,Body composition,Glucose,Weight/BMI","Blood pressure,Body composition,Glucose,Weight/BMI",Sleep,Self,Once,Device/One-way/Real-time,https://dx.doi.org/10.2105/AJPH.2016.303262,27463067,NA
Anthropometry,17173,"Olson, R., Wipfli, B., Thompson, S. V., Elliot, D. L., Anger, W. K., Bodner, T., Hammer, L. B., Perrin, N. A.","Weight Control Intervention for Truck Drivers: The SHIFT Randomized Controlled Trial, United States",2016,Overweight/Obesity,NA,NA,NA,Weight,NA,"Blood pressure,Body composition,Glucose,Weight/BMI","Blood pressure,Body composition,Glucose,Weight/BMI",Sleep,Self,More than once,Device/One-way/Real-time,https://dx.doi.org/10.2105/AJPH.2016.303262,27463067,NA
Anthropometry,17173,"Olson, R., Wipfli, B., Thompson, S. V., Elliot, D. L., Anger, W. K., Bodner, T., Hammer, L. B., Perrin, N. A.","Weight Control Intervention for Truck Drivers: The SHIFT Randomized Controlled Trial, United States",2016,Overweight/Obesity,NA,NA,NA,Weight,NA,"Blood pressure,Body composition,Glucose,Weight/BMI","Blood pressure,Body composition,Glucose,Weight/BMI",Sleep,Other collection types,Once,Device/One-way/Real-time,https://dx.doi.org/10.2105/AJPH.2016.303262,27463067,NA
Anthropometry,17173,"Olson, R., Wipfli, B., Thompson, S. V., Elliot, D. L., Anger, W. K., Bodner, T., Hammer, L. B., Perrin, N. A.","Weight Control Intervention for Truck Drivers: The SHIFT Randomized Controlled Trial, United States",2016,Overweight/Obesity,NA,NA,NA,Weight,NA,"Blood pressure,Body composition,Glucose,Weight/BMI","Blood pressure,Body composition,Glucose,Weight/BMI",Sleep,Other collection types,More than once,Device/One-way/Real-time,https://dx.doi.org/10.2105/AJPH.2016.303262,27463067,NA
Blood pressure,17240,"Or, C., Tao, D.","A 3-Month Randomized Controlled Pilot Trial of a Patient-Centered, Computer-Based Self-Monitoring System for the Care of Type 2 Diabetes Mellitus and Hypertension",2016,CVD,NA,NA,NA,CVD,Blood pressure,"Blood pressure,Glucose,Heart rate","Blood pressure,Glucose,Heart rate",Diet,Self,More than once,Device,https://dx.doi.org/10.1007/s10916-016-0437-1,26802011,NA
Blood pressure,17240,"Or, C., Tao, D.","A 3-Month Randomized Controlled Pilot Trial of a Patient-Centered, Computer-Based Self-Monitoring System for the Care of Type 2 Diabetes Mellitus and Hypertension",2016,CVD,NA,NA,NA,Glycemic control,Blood pressure,"Blood pressure,Glucose,Heart rate","Blood pressure,Glucose,Heart rate",Diet,Self,More than once,Device,https://dx.doi.org/10.1007/s10916-016-0437-1,26802011,NA
Blood pressure,17240,"Or, C., Tao, D.","A 3-Month Randomized Controlled Pilot Trial of a Patient-Centered, Computer-Based Self-Monitoring System for the Care of Type 2 Diabetes Mellitus and Hypertension",2016,CVD,NA,NA,NA,CVD,Blood pressure,"Blood pressure,Glucose,Heart rate","Blood pressure,Glucose,Heart rate",Physical activity,Self,More than once,Device,https://dx.doi.org/10.1007/s10916-016-0437-1,26802011,NA
Blood pressure,17240,"Or, C., Tao, D.","A 3-Month Randomized Controlled Pilot Trial of a Patient-Centered, Computer-Based Self-Monitoring System for the Care of Type 2 Diabetes Mellitus and Hypertension",2016,CVD,NA,NA,NA,Glycemic control,Blood pressure,"Blood pressure,Glucose,Heart rate","Blood pressure,Glucose,Heart rate",Physical activity,Self,More than once,Device,https://dx.doi.org/10.1007/s10916-016-0437-1,26802011,NA
Glucose,17240,"Or, C., Tao, D.","A 3-Month Randomized Controlled Pilot Trial of a Patient-Centered, Computer-Based Self-Monitoring System for the Care of Type 2 Diabetes Mellitus and Hypertension",2016,CVD,NA,NA,NA,CVD,Blood pressure,"Blood pressure,Glucose,Heart rate","Blood pressure,Glucose,Heart rate",Diet,Self,More than once,Device,https://dx.doi.org/10.1007/s10916-016-0437-1,26802011,NA
Glucose,17240,"Or, C., Tao, D.","A 3-Month Randomized Controlled Pilot Trial of a Patient-Centered, Computer-Based Self-Monitoring System for the Care of Type 2 Diabetes Mellitus and Hypertension",2016,CVD,NA,NA,NA,Glycemic control,Blood pressure,"Blood pressure,Glucose,Heart rate","Blood pressure,Glucose,Heart rate",Diet,Self,More than once,Device,https://dx.doi.org/10.1007/s10916-016-0437-1,26802011,NA
Glucose,17240,"Or, C., Tao, D.","A 3-Month Randomized Controlled Pilot Trial of a Patient-Centered, Computer-Based Self-Monitoring System for the Care of Type 2 Diabetes Mellitus and Hypertension",2016,CVD,NA,NA,NA,CVD,Blood pressure,"Blood pressure,Glucose,Heart rate","Blood pressure,Glucose,Heart rate",Physical activity,Self,More than once,Device,https://dx.doi.org/10.1007/s10916-016-0437-1,26802011,NA
Glucose,17240,"Or, C., Tao, D.","A 3-Month Randomized Controlled Pilot Trial of a Patient-Centered, Computer-Based Self-Monitoring System for the Care of Type 2 Diabetes Mellitus and Hypertension",2016,CVD,NA,NA,NA,Glycemic control,Blood pressure,"Blood pressure,Glucose,Heart rate","Blood pressure,Glucose,Heart rate",Physical activity,Self,More than once,Device,https://dx.doi.org/10.1007/s10916-016-0437-1,26802011,NA
Heart rate,17240,"Or, C., Tao, D.","A 3-Month Randomized Controlled Pilot Trial of a Patient-Centered, Computer-Based Self-Monitoring System for the Care of Type 2 Diabetes Mellitus and Hypertension",2016,CVD,NA,NA,NA,CVD,Blood pressure,"Blood pressure,Glucose,Heart rate","Blood pressure,Glucose,Heart rate",Diet,Self,More than once,Device,https://dx.doi.org/10.1007/s10916-016-0437-1,26802011,NA
Heart rate,17240,"Or, C., Tao, D.","A 3-Month Randomized Controlled Pilot Trial of a Patient-Centered, Computer-Based Self-Monitoring System for the Care of Type 2 Diabetes Mellitus and Hypertension",2016,CVD,NA,NA,NA,Glycemic control,Blood pressure,"Blood pressure,Glucose,Heart rate","Blood pressure,Glucose,Heart rate",Diet,Self,More than once,Device,https://dx.doi.org/10.1007/s10916-016-0437-1,26802011,NA
Heart rate,17240,"Or, C., Tao, D.","A 3-Month Randomized Controlled Pilot Trial of a Patient-Centered, Computer-Based Self-Monitoring System for the Care of Type 2 Diabetes Mellitus and Hypertension",2016,CVD,NA,NA,NA,CVD,Blood pressure,"Blood pressure,Glucose,Heart rate","Blood pressure,Glucose,Heart rate",Physical activity,Self,More than once,Device,https://dx.doi.org/10.1007/s10916-016-0437-1,26802011,NA
Heart rate,17240,"Or, C., Tao, D.","A 3-Month Randomized Controlled Pilot Trial of a Patient-Centered, Computer-Based Self-Monitoring System for the Care of Type 2 Diabetes Mellitus and Hypertension",2016,CVD,NA,NA,NA,Glycemic control,Blood pressure,"Blood pressure,Glucose,Heart rate","Blood pressure,Glucose,Heart rate",Physical activity,Self,More than once,Device,https://dx.doi.org/10.1007/s10916-016-0437-1,26802011,NA
Blood pressure,17240,"Or, C., Tao, D.","A 3-Month Randomized Controlled Pilot Trial of a Patient-Centered, Computer-Based Self-Monitoring System for the Care of Type 2 Diabetes Mellitus and Hypertension",2016,CVD,NA,NA,NA,CVD,Blood pressure,"Blood pressure,Glucose,Heart rate","Blood pressure,Glucose,Heart rate",Diet,Self,More than once,Device/One-way,https://dx.doi.org/10.1007/s10916-016-0437-1,26802011,NA
Blood pressure,17240,"Or, C., Tao, D.","A 3-Month Randomized Controlled Pilot Trial of a Patient-Centered, Computer-Based Self-Monitoring System for the Care of Type 2 Diabetes Mellitus and Hypertension",2016,CVD,NA,NA,NA,Glycemic control,Blood pressure,"Blood pressure,Glucose,Heart rate","Blood pressure,Glucose,Heart rate",Diet,Self,More than once,Device/One-way,https://dx.doi.org/10.1007/s10916-016-0437-1,26802011,NA
Blood pressure,17240,"Or, C., Tao, D.","A 3-Month Randomized Controlled Pilot Trial of a Patient-Centered, Computer-Based Self-Monitoring System for the Care of Type 2 Diabetes Mellitus and Hypertension",2016,CVD,NA,NA,NA,CVD,Blood pressure,"Blood pressure,Glucose,Heart rate","Blood pressure,Glucose,Heart rate",Physical activity,Self,More than once,Device/One-way,https://dx.doi.org/10.1007/s10916-016-0437-1,26802011,NA
Blood pressure,17240,"Or, C., Tao, D.","A 3-Month Randomized Controlled Pilot Trial of a Patient-Centered, Computer-Based Self-Monitoring System for the Care of Type 2 Diabetes Mellitus and Hypertension",2016,CVD,NA,NA,NA,Glycemic control,Blood pressure,"Blood pressure,Glucose,Heart rate","Blood pressure,Glucose,Heart rate",Physical activity,Self,More than once,Device/One-way,https://dx.doi.org/10.1007/s10916-016-0437-1,26802011,NA
Glucose,17240,"Or, C., Tao, D.","A 3-Month Randomized Controlled Pilot Trial of a Patient-Centered, Computer-Based Self-Monitoring System for the Care of Type 2 Diabetes Mellitus and Hypertension",2016,CVD,NA,NA,NA,CVD,Blood pressure,"Blood pressure,Glucose,Heart rate","Blood pressure,Glucose,Heart rate",Diet,Self,More than once,Device/One-way,https://dx.doi.org/10.1007/s10916-016-0437-1,26802011,NA
Glucose,17240,"Or, C., Tao, D.","A 3-Month Randomized Controlled Pilot Trial of a Patient-Centered, Computer-Based Self-Monitoring System for the Care of Type 2 Diabetes Mellitus and Hypertension",2016,CVD,NA,NA,NA,Glycemic control,Blood pressure,"Blood pressure,Glucose,Heart rate","Blood pressure,Glucose,Heart rate",Diet,Self,More than once,Device/One-way,https://dx.doi.org/10.1007/s10916-016-0437-1,26802011,NA
Glucose,17240,"Or, C., Tao, D.","A 3-Month Randomized Controlled Pilot Trial of a Patient-Centered, Computer-Based Self-Monitoring System for the Care of Type 2 Diabetes Mellitus and Hypertension",2016,CVD,NA,NA,NA,CVD,Blood pressure,"Blood pressure,Glucose,Heart rate","Blood pressure,Glucose,Heart rate",Physical activity,Self,More than once,Device/One-way,https://dx.doi.org/10.1007/s10916-016-0437-1,26802011,NA
Glucose,17240,"Or, C., Tao, D.","A 3-Month Randomized Controlled Pilot Trial of a Patient-Centered, Computer-Based Self-Monitoring System for the Care of Type 2 Diabetes Mellitus and Hypertension",2016,CVD,NA,NA,NA,Glycemic control,Blood pressure,"Blood pressure,Glucose,Heart rate","Blood pressure,Glucose,Heart rate",Physical activity,Self,More than once,Device/One-way,https://dx.doi.org/10.1007/s10916-016-0437-1,26802011,NA
Heart rate,17240,"Or, C., Tao, D.","A 3-Month Randomized Controlled Pilot Trial of a Patient-Centered, Computer-Based Self-Monitoring System for the Care of Type 2 Diabetes Mellitus and Hypertension",2016,CVD,NA,NA,NA,CVD,Blood pressure,"Blood pressure,Glucose,Heart rate","Blood pressure,Glucose,Heart rate",Diet,Self,More than once,Device/One-way,https://dx.doi.org/10.1007/s10916-016-0437-1,26802011,NA
Heart rate,17240,"Or, C., Tao, D.","A 3-Month Randomized Controlled Pilot Trial of a Patient-Centered, Computer-Based Self-Monitoring System for the Care of Type 2 Diabetes Mellitus and Hypertension",2016,CVD,NA,NA,NA,Glycemic control,Blood pressure,"Blood pressure,Glucose,Heart rate","Blood pressure,Glucose,Heart rate",Diet,Self,More than once,Device/One-way,https://dx.doi.org/10.1007/s10916-016-0437-1,26802011,NA
Heart rate,17240,"Or, C., Tao, D.","A 3-Month Randomized Controlled Pilot Trial of a Patient-Centered, Computer-Based Self-Monitoring System for the Care of Type 2 Diabetes Mellitus and Hypertension",2016,CVD,NA,NA,NA,CVD,Blood pressure,"Blood pressure,Glucose,Heart rate","Blood pressure,Glucose,Heart rate",Physical activity,Self,More than once,Device/One-way,https://dx.doi.org/10.1007/s10916-016-0437-1,26802011,NA
Heart rate,17240,"Or, C., Tao, D.","A 3-Month Randomized Controlled Pilot Trial of a Patient-Centered, Computer-Based Self-Monitoring System for the Care of Type 2 Diabetes Mellitus and Hypertension",2016,CVD,NA,NA,NA,Glycemic control,Blood pressure,"Blood pressure,Glucose,Heart rate","Blood pressure,Glucose,Heart rate",Physical activity,Self,More than once,Device/One-way,https://dx.doi.org/10.1007/s10916-016-0437-1,26802011,NA
Blood pressure,17240,"Or, C., Tao, D.","A 3-Month Randomized Controlled Pilot Trial of a Patient-Centered, Computer-Based Self-Monitoring System for the Care of Type 2 Diabetes Mellitus and Hypertension",2016,Diabetes,NA,NA,NA,CVD,Blood pressure,"Blood pressure,Glucose,Heart rate","Blood pressure,Glucose,Heart rate",Diet,Self,More than once,Device,https://dx.doi.org/10.1007/s10916-016-0437-1,26802011,NA
Blood pressure,17240,"Or, C., Tao, D.","A 3-Month Randomized Controlled Pilot Trial of a Patient-Centered, Computer-Based Self-Monitoring System for the Care of Type 2 Diabetes Mellitus and Hypertension",2016,Diabetes,NA,NA,NA,Glycemic control,Blood pressure,"Blood pressure,Glucose,Heart rate","Blood pressure,Glucose,Heart rate",Diet,Self,More than once,Device,https://dx.doi.org/10.1007/s10916-016-0437-1,26802011,NA
Blood pressure,17240,"Or, C., Tao, D.","A 3-Month Randomized Controlled Pilot Trial of a Patient-Centered, Computer-Based Self-Monitoring System for the Care of Type 2 Diabetes Mellitus and Hypertension",2016,Diabetes,NA,NA,NA,CVD,Blood pressure,"Blood pressure,Glucose,Heart rate","Blood pressure,Glucose,Heart rate",Physical activity,Self,More than once,Device,https://dx.doi.org/10.1007/s10916-016-0437-1,26802011,NA
Blood pressure,17240,"Or, C., Tao, D.","A 3-Month Randomized Controlled Pilot Trial of a Patient-Centered, Computer-Based Self-Monitoring System for the Care of Type 2 Diabetes Mellitus and Hypertension",2016,Diabetes,NA,NA,NA,Glycemic control,Blood pressure,"Blood pressure,Glucose,Heart rate","Blood pressure,Glucose,Heart rate",Physical activity,Self,More than once,Device,https://dx.doi.org/10.1007/s10916-016-0437-1,26802011,NA
Glucose,17240,"Or, C., Tao, D.","A 3-Month Randomized Controlled Pilot Trial of a Patient-Centered, Computer-Based Self-Monitoring System for the Care of Type 2 Diabetes Mellitus and Hypertension",2016,Diabetes,NA,NA,NA,CVD,Blood pressure,"Blood pressure,Glucose,Heart rate","Blood pressure,Glucose,Heart rate",Diet,Self,More than once,Device,https://dx.doi.org/10.1007/s10916-016-0437-1,26802011,NA
Glucose,17240,"Or, C., Tao, D.","A 3-Month Randomized Controlled Pilot Trial of a Patient-Centered, Computer-Based Self-Monitoring System for the Care of Type 2 Diabetes Mellitus and Hypertension",2016,Diabetes,NA,NA,NA,Glycemic control,Blood pressure,"Blood pressure,Glucose,Heart rate","Blood pressure,Glucose,Heart rate",Diet,Self,More than once,Device,https://dx.doi.org/10.1007/s10916-016-0437-1,26802011,NA
Glucose,17240,"Or, C., Tao, D.","A 3-Month Randomized Controlled Pilot Trial of a Patient-Centered, Computer-Based Self-Monitoring System for the Care of Type 2 Diabetes Mellitus and Hypertension",2016,Diabetes,NA,NA,NA,CVD,Blood pressure,"Blood pressure,Glucose,Heart rate","Blood pressure,Glucose,Heart rate",Physical activity,Self,More than once,Device,https://dx.doi.org/10.1007/s10916-016-0437-1,26802011,NA
Glucose,17240,"Or, C., Tao, D.","A 3-Month Randomized Controlled Pilot Trial of a Patient-Centered, Computer-Based Self-Monitoring System for the Care of Type 2 Diabetes Mellitus and Hypertension",2016,Diabetes,NA,NA,NA,Glycemic control,Blood pressure,"Blood pressure,Glucose,Heart rate","Blood pressure,Glucose,Heart rate",Physical activity,Self,More than once,Device,https://dx.doi.org/10.1007/s10916-016-0437-1,26802011,NA
Heart rate,17240,"Or, C., Tao, D.","A 3-Month Randomized Controlled Pilot Trial of a Patient-Centered, Computer-Based Self-Monitoring System for the Care of Type 2 Diabetes Mellitus and Hypertension",2016,Diabetes,NA,NA,NA,CVD,Blood pressure,"Blood pressure,Glucose,Heart rate","Blood pressure,Glucose,Heart rate",Diet,Self,More than once,Device,https://dx.doi.org/10.1007/s10916-016-0437-1,26802011,NA
Heart rate,17240,"Or, C., Tao, D.","A 3-Month Randomized Controlled Pilot Trial of a Patient-Centered, Computer-Based Self-Monitoring System for the Care of Type 2 Diabetes Mellitus and Hypertension",2016,Diabetes,NA,NA,NA,Glycemic control,Blood pressure,"Blood pressure,Glucose,Heart rate","Blood pressure,Glucose,Heart rate",Diet,Self,More than once,Device,https://dx.doi.org/10.1007/s10916-016-0437-1,26802011,NA
Heart rate,17240,"Or, C., Tao, D.","A 3-Month Randomized Controlled Pilot Trial of a Patient-Centered, Computer-Based Self-Monitoring System for the Care of Type 2 Diabetes Mellitus and Hypertension",2016,Diabetes,NA,NA,NA,CVD,Blood pressure,"Blood pressure,Glucose,Heart rate","Blood pressure,Glucose,Heart rate",Physical activity,Self,More than once,Device,https://dx.doi.org/10.1007/s10916-016-0437-1,26802011,NA
Heart rate,17240,"Or, C., Tao, D.","A 3-Month Randomized Controlled Pilot Trial of a Patient-Centered, Computer-Based Self-Monitoring System for the Care of Type 2 Diabetes Mellitus and Hypertension",2016,Diabetes,NA,NA,NA,Glycemic control,Blood pressure,"Blood pressure,Glucose,Heart rate","Blood pressure,Glucose,Heart rate",Physical activity,Self,More than once,Device,https://dx.doi.org/10.1007/s10916-016-0437-1,26802011,NA
Blood pressure,17240,"Or, C., Tao, D.","A 3-Month Randomized Controlled Pilot Trial of a Patient-Centered, Computer-Based Self-Monitoring System for the Care of Type 2 Diabetes Mellitus and Hypertension",2016,Diabetes,NA,NA,NA,CVD,Blood pressure,"Blood pressure,Glucose,Heart rate","Blood pressure,Glucose,Heart rate",Diet,Self,More than once,Device/One-way,https://dx.doi.org/10.1007/s10916-016-0437-1,26802011,NA
Blood pressure,17240,"Or, C., Tao, D.","A 3-Month Randomized Controlled Pilot Trial of a Patient-Centered, Computer-Based Self-Monitoring System for the Care of Type 2 Diabetes Mellitus and Hypertension",2016,Diabetes,NA,NA,NA,Glycemic control,Blood pressure,"Blood pressure,Glucose,Heart rate","Blood pressure,Glucose,Heart rate",Diet,Self,More than once,Device/One-way,https://dx.doi.org/10.1007/s10916-016-0437-1,26802011,NA
Blood pressure,17240,"Or, C., Tao, D.","A 3-Month Randomized Controlled Pilot Trial of a Patient-Centered, Computer-Based Self-Monitoring System for the Care of Type 2 Diabetes Mellitus and Hypertension",2016,Diabetes,NA,NA,NA,CVD,Blood pressure,"Blood pressure,Glucose,Heart rate","Blood pressure,Glucose,Heart rate",Physical activity,Self,More than once,Device/One-way,https://dx.doi.org/10.1007/s10916-016-0437-1,26802011,NA
Blood pressure,17240,"Or, C., Tao, D.","A 3-Month Randomized Controlled Pilot Trial of a Patient-Centered, Computer-Based Self-Monitoring System for the Care of Type 2 Diabetes Mellitus and Hypertension",2016,Diabetes,NA,NA,NA,Glycemic control,Blood pressure,"Blood pressure,Glucose,Heart rate","Blood pressure,Glucose,Heart rate",Physical activity,Self,More than once,Device/One-way,https://dx.doi.org/10.1007/s10916-016-0437-1,26802011,NA
Glucose,17240,"Or, C., Tao, D.","A 3-Month Randomized Controlled Pilot Trial of a Patient-Centered, Computer-Based Self-Monitoring System for the Care of Type 2 Diabetes Mellitus and Hypertension",2016,Diabetes,NA,NA,NA,CVD,Blood pressure,"Blood pressure,Glucose,Heart rate","Blood pressure,Glucose,Heart rate",Diet,Self,More than once,Device/One-way,https://dx.doi.org/10.1007/s10916-016-0437-1,26802011,NA
Glucose,17240,"Or, C., Tao, D.","A 3-Month Randomized Controlled Pilot Trial of a Patient-Centered, Computer-Based Self-Monitoring System for the Care of Type 2 Diabetes Mellitus and Hypertension",2016,Diabetes,NA,NA,NA,Glycemic control,Blood pressure,"Blood pressure,Glucose,Heart rate","Blood pressure,Glucose,Heart rate",Diet,Self,More than once,Device/One-way,https://dx.doi.org/10.1007/s10916-016-0437-1,26802011,NA
Glucose,17240,"Or, C., Tao, D.","A 3-Month Randomized Controlled Pilot Trial of a Patient-Centered, Computer-Based Self-Monitoring System for the Care of Type 2 Diabetes Mellitus and Hypertension",2016,Diabetes,NA,NA,NA,CVD,Blood pressure,"Blood pressure,Glucose,Heart rate","Blood pressure,Glucose,Heart rate",Physical activity,Self,More than once,Device/One-way,https://dx.doi.org/10.1007/s10916-016-0437-1,26802011,NA
Glucose,17240,"Or, C., Tao, D.","A 3-Month Randomized Controlled Pilot Trial of a Patient-Centered, Computer-Based Self-Monitoring System for the Care of Type 2 Diabetes Mellitus and Hypertension",2016,Diabetes,NA,NA,NA,Glycemic control,Blood pressure,"Blood pressure,Glucose,Heart rate","Blood pressure,Glucose,Heart rate",Physical activity,Self,More than once,Device/One-way,https://dx.doi.org/10.1007/s10916-016-0437-1,26802011,NA
Heart rate,17240,"Or, C., Tao, D.","A 3-Month Randomized Controlled Pilot Trial of a Patient-Centered, Computer-Based Self-Monitoring System for the Care of Type 2 Diabetes Mellitus and Hypertension",2016,Diabetes,NA,NA,NA,CVD,Blood pressure,"Blood pressure,Glucose,Heart rate","Blood pressure,Glucose,Heart rate",Diet,Self,More than once,Device/One-way,https://dx.doi.org/10.1007/s10916-016-0437-1,26802011,NA
Heart rate,17240,"Or, C., Tao, D.","A 3-Month Randomized Controlled Pilot Trial of a Patient-Centered, Computer-Based Self-Monitoring System for the Care of Type 2 Diabetes Mellitus and Hypertension",2016,Diabetes,NA,NA,NA,Glycemic control,Blood pressure,"Blood pressure,Glucose,Heart rate","Blood pressure,Glucose,Heart rate",Diet,Self,More than once,Device/One-way,https://dx.doi.org/10.1007/s10916-016-0437-1,26802011,NA
Heart rate,17240,"Or, C., Tao, D.","A 3-Month Randomized Controlled Pilot Trial of a Patient-Centered, Computer-Based Self-Monitoring System for the Care of Type 2 Diabetes Mellitus and Hypertension",2016,Diabetes,NA,NA,NA,CVD,Blood pressure,"Blood pressure,Glucose,Heart rate","Blood pressure,Glucose,Heart rate",Physical activity,Self,More than once,Device/One-way,https://dx.doi.org/10.1007/s10916-016-0437-1,26802011,NA
Heart rate,17240,"Or, C., Tao, D.","A 3-Month Randomized Controlled Pilot Trial of a Patient-Centered, Computer-Based Self-Monitoring System for the Care of Type 2 Diabetes Mellitus and Hypertension",2016,Diabetes,NA,NA,NA,Glycemic control,Blood pressure,"Blood pressure,Glucose,Heart rate","Blood pressure,Glucose,Heart rate",Physical activity,Self,More than once,Device/One-way,https://dx.doi.org/10.1007/s10916-016-0437-1,26802011,NA
Blood pressure,17270,"Orsama, A. L., Lahteenmaki, J., Harno, K., Kulju, M., Wintergerst, E., Schachner, H., Stenger, P., Leppanen, J., Kaijanranta, H., Salaspuro, V., Fisher, W. A.",Active assistance technology reduces glycosylated hemoglobin and weight in individuals with type 2 diabetes: results of a theory-based randomized trial,2013,Diabetes,NA,NA,Type 2 diabetes,Glycemic control,NA,"Blood pressure,Glucose,Weight/BMI","Blood pressure,Glucose,Weight/BMI",Diet,Self,More than once,Device/One-way,https://dx.doi.org/10.1089/dia.2013.0056,23844570,NA
Glucose,17270,"Orsama, A. L., Lahteenmaki, J., Harno, K., Kulju, M., Wintergerst, E., Schachner, H., Stenger, P., Leppanen, J., Kaijanranta, H., Salaspuro, V., Fisher, W. A.",Active assistance technology reduces glycosylated hemoglobin and weight in individuals with type 2 diabetes: results of a theory-based randomized trial,2013,Diabetes,NA,NA,Type 2 diabetes,Glycemic control,NA,"Blood pressure,Glucose,Weight/BMI","Blood pressure,Glucose,Weight/BMI",Diet,Self,More than once,Device/One-way,https://dx.doi.org/10.1089/dia.2013.0056,23844570,NA
Anthropometry,17270,"Orsama, A. L., Lahteenmaki, J., Harno, K., Kulju, M., Wintergerst, E., Schachner, H., Stenger, P., Leppanen, J., Kaijanranta, H., Salaspuro, V., Fisher, W. A.",Active assistance technology reduces glycosylated hemoglobin and weight in individuals with type 2 diabetes: results of a theory-based randomized trial,2013,Diabetes,NA,NA,Type 2 diabetes,Glycemic control,NA,"Blood pressure,Glucose,Weight/BMI","Blood pressure,Glucose,Weight/BMI",Diet,Self,More than once,Device/One-way,https://dx.doi.org/10.1089/dia.2013.0056,23844570,NA
Anthropometry,17289,"Oshima, Y., Matsuoka, Y., Sakane, N.",Effect of weight-loss program using self-weighing twice a day and feedback in overweight and obese subject: a randomized controlled trial,2013,Overweight/Obesity,NA,NA,NA,Weight,NA,Weight/BMI,Weight/BMI,None,Self,More than once,Device,https://dx.doi.org/10.1016/j.orcp.2012.01.003,24304478,NA
Glucose,17311,"Ostwald, S. K.",Changing employees' dietary and exercise practices: an experimental study in a small company,1989,Health promotion,NA,NA,NA,Behavior,NA,"Glucose,Lipids","Glucose,Lipids",Diet,Other collection types,Once,One-way,NA,2709166,NA
Glucose,17311,"Ostwald, S. K.",Changing employees' dietary and exercise practices: an experimental study in a small company,1989,Health promotion,NA,NA,NA,Behavior,NA,"Glucose,Lipids","Glucose,Lipids",Physical activity,Other collection types,Once,One-way,NA,2709166,NA
Lipids,17311,"Ostwald, S. K.",Changing employees' dietary and exercise practices: an experimental study in a small company,1989,Health promotion,NA,NA,NA,Behavior,NA,"Glucose,Lipids","Glucose,Lipids",Diet,Other collection types,Once,One-way,NA,2709166,NA
Lipids,17311,"Ostwald, S. K.",Changing employees' dietary and exercise practices: an experimental study in a small company,1989,Health promotion,NA,NA,NA,Behavior,NA,"Glucose,Lipids","Glucose,Lipids",Physical activity,Other collection types,Once,One-way,NA,2709166,NA
Glucose,17311,"Ostwald, S. K.",Changing employees' dietary and exercise practices: an experimental study in a small company,1989,Health promotion,NA,NA,NA,Behavior,NA,"Glucose,Lipids","Glucose,Lipids",Diet,Other collection types,Once,One-way/Real-time,NA,2709166,NA
Glucose,17311,"Ostwald, S. K.",Changing employees' dietary and exercise practices: an experimental study in a small company,1989,Health promotion,NA,NA,NA,Behavior,NA,"Glucose,Lipids","Glucose,Lipids",Physical activity,Other collection types,Once,One-way/Real-time,NA,2709166,NA
Lipids,17311,"Ostwald, S. K.",Changing employees' dietary and exercise practices: an experimental study in a small company,1989,Health promotion,NA,NA,NA,Behavior,NA,"Glucose,Lipids","Glucose,Lipids",Diet,Other collection types,Once,One-way/Real-time,NA,2709166,NA
